Temperature read started at 2017-07-06 15:06:01 (EDT)
Ambient (C)	Plate (C)	Sample (C)
	
	-193.93	-194.90	-194.84	
	-187.94	-189.84	-189.66	
	-182.02	-184.77	-184.59	
	-176.15	-179.73	-179.58	
	29.65	25.37	25.45	
	29.34	25.34	25.19	
	29.06	25.37	24.93	
	28.87	25.37	24.75	
	28.75	25.45	24.72	
	28.71	25.40	24.49	
	28.71	25.43	24.55	
	28.75	25.40	24.52	
	28.87	25.40	24.43	
	28.94	25.34	24.37	
	29.02	25.31	24.57	
	29.10	25.28	24.75	
	29.22	25.25	24.69	
	29.30	25.25	24.93	
	29.41	25.25	24.93	
	29.57	25.28	24.72	
	29.69	25.28	24.75	
	29.84	25.28	25.01	
	29.92	25.28	24.84	
	29.96	25.28	24.81	
	30.00	25.28	25.04	
	30.08	25.28	24.75	
	30.12	25.28	24.63	
	30.20	25.28	24.93	
	30.27	25.25	24.96	
	30.31	25.28	24.93	
	30.31	25.25	25.28	
	30.23	25.28	25.48	
	30.00	25.28	25.54	
	29.69	25.31	25.75	
	29.30	25.34	25.60	
	28.98	25.34	25.34	
	28.67	25.37	25.16	
	28.51	25.31	24.84	
	28.44	25.31	24.60	
	28.51	25.25	24.63	
	28.55	25.25	24.75	
	28.63	25.19	24.78	
	28.75	25.22	24.81	
	28.87	25.22	24.66	
	28.94	25.19	24.66	
	29.06	25.19	24.63	
	29.18	25.19	24.40	
	29.26	25.22	24.55	
	29.37	25.19	24.63	
	29.49	25.19	24.60	
	29.57	25.19	24.49	
	29.65	25.19	24.75	
	29.73	25.19	24.78	
	29.80	25.22	24.90	
	29.84	25.22	25.10	
	29.88	25.25	25.01	
	29.96	25.22	24.87	
	30.04	25.19	24.72	
	30.12	25.16	24.90	
	30.20	25.22	24.87	
	30.31	25.16	24.90	
	30.39	25.16	24.90	
	30.39	25.16	25.07	
	30.23	25.16	25.04	
	30.00	25.16	25.01	
	29.69	25.16	25.19	
	29.34	25.10	25.01	
	29.02	25.07	24.81	
	28.83	25.04	24.52	
	28.71	25.01	24.28	
	28.67	25.07	24.28	
	28.71	25.16	24.55	
	28.83	25.19	24.72	
	28.91	25.19	24.84	
	29.06	25.13	25.13	
	29.14	25.10	25.13	
	29.22	25.07	24.93	
	29.26	25.07	24.90	
	29.37	25.13	24.96	
	29.45	25.16	24.99	
	29.57	25.19	25.07	
	29.65	25.19	25.34	
	29.77	25.19	25.07	
	29.84	25.19	24.99	
	29.92	25.19	24.90	
	29.96	25.19	24.66	
	30.00	25.19	24.57	
	30.04	25.22	24.87	
	30.12	25.19	25.10	
	30.08	25.19	25.19	
	30.00	25.16	25.43	
	29.84	25.16	25.54	
	29.57	25.13	25.57	
	29.22	25.01	25.31	
	28.91	25.07	25.31	
	28.71	25.07	25.19	
	28.63	25.07	24.93	
	28.63	25.10	24.78	
	28.67	25.22	24.93	
	28.75	25.22	24.90	
	28.79	25.19	24.66	
	28.83	25.25	24.75	
	28.87	25.22	24.72	
	28.98	25.22	24.78	
	29.06	25.19	24.75	
	29.18	25.19	24.87	
	29.26	25.16	24.96	
	29.34	25.13	24.93	
	29.41	25.13	24.75	
	29.53	25.13	24.66	
	29.61	25.22	24.63	
	29.69	25.22	24.49	
	29.77	25.22	24.40	
	29.80	25.28	24.55	
	29.84	25.28	24.46	
	29.92	25.22	24.69	
	29.96	25.22	24.66	
	30.04	25.25	24.69	
	30.08	25.19	24.57	
	30.04	25.19	24.57	
	29.88	25.25	24.52	
	29.61	25.22	24.66	
	29.30	25.25	24.81	
	28.98	25.25	24.96	
	28.71	25.25	25.13	
	28.55	25.19	25.07	
	28.51	25.16	24.90	
	28.51	25.16	24.69	
	28.55	25.16	24.66	
	28.67	25.19	24.46	
	28.75	25.13	24.28	
	28.87	25.19	24.37	
	28.98	25.19	24.52	
	30.27	26.04	26.57	
	30.23	25.95	26.51	
	30.23	25.84	26.33	
	30.23	25.69	26.16	
	30.23	25.57	25.89	
	30.23	25.54	25.78	
