Temperature read started at 2017-07-06 15:06:01 (EDT)
Ambient (C)	Plate (C)	Sample (C)
	
	30.27	25.48	25.75	
	30.27	25.45	25.72	
	30.31	25.45	25.72	
	30.31	25.34	25.87	
	30.35	25.31	25.84	
	30.39	25.34	25.87	
	30.39	25.31	25.98	
	30.39	25.28	26.13	
	30.43	25.40	25.98	
	30.43	25.37	26.10	
	30.39	25.37	26.19	
	30.43	25.34	26.10	
	30.47	25.43	25.98	
	30.43	25.40	25.95	
	30.43	25.48	25.92	
	30.43	25.51	25.66	
	30.39	25.57	25.57	
	30.35	25.54	25.51	
	30.35	25.54	25.54	
	30.39	25.51	25.40	
	30.39	25.48	25.45	
	30.43	25.45	25.48	
	30.00	26.10	26.16	
	30.00	26.01	26.13	
	30.04	25.89	25.75	
	30.08	25.75	25.51	
	30.12	25.63	25.31	
	30.16	25.51	25.13	
	30.23	25.51	25.07	
	30.31	25.48	25.16	
	30.31	25.48	25.04	
	30.27	25.48	25.04	
	30.04	25.45	25.19	
	29.73	25.45	25.16	
	29.34	25.45	25.13	
	28.98	25.48	25.19	
	28.67	25.48	25.10	
	28.51	25.48	25.04	
	28.44	25.45	24.72	
	28.44	25.48	24.81	
	28.48	25.45	24.75	
	28.51	25.45	24.93	
	28.59	25.45	24.96	
	28.71	25.51	25.13	
	28.83	25.48	25.01	
	28.94	25.48	25.13	
	29.06	25.48	25.19	
	29.18	25.51	25.25	
	29.22	25.48	25.31	
	29.30	25.48	25.48	
	29.37	25.45	25.34	
	29.45	25.43	25.28	
	29.53	25.37	25.16	
	29.61	25.34	25.22	
	29.61	25.34	24.99	
	29.65	25.37	25.19	
	29.73	25.40	25.07	
	29.80	25.40	25.25	
	29.88	25.40	25.07	
	29.96	25.43	25.07	
	30.08	25.40	25.13	
	30.12	25.43	25.04	
	30.12	25.45	24.78	
	30.20	25.45	24.99	
	30.20	25.45	25.31	
	30.00	25.45	25.25	
	29.80	25.45	25.43	
	29.53	25.45	25.51	
	29.14	25.43	25.48	
	28.83	25.45	25.28	
	28.67	25.45	25.10	
	28.51	25.43	24.90	
	28.48	25.43	24.63	
	28.51	25.45	24.55	
	28.59	25.43	24.52	
	28.63	25.43	24.46	
	28.71	25.43	24.46	
	28.79	25.45	24.72	
	28.87	25.48	24.63	
	28.94	25.43	24.69	
	29.02	25.45	24.87	
	29.14	25.40	24.87	
	29.26	25.40	24.96	
	29.37	25.31	25.07	
	29.45	25.34	24.96	
	29.53	25.31	24.99	
	29.65	25.34	25.04	
	29.73	25.31	25.04	
	29.77	25.37	25.07	
	29.84	25.34	24.99	
	29.96	25.34	24.75	
	29.96	25.34	24.75	
	30.00	25.34	24.72	
	30.08	25.28	24.49	
	30.16	25.34	24.81	
	30.16	25.34	25.13	
	30.23	25.34	25.40	
	30.27	25.34	25.37	
	30.31	25.34	25.66	
	30.23	25.34	25.60	
	30.08	25.31	25.57	
	29.80	25.34	25.28	
	29.53	25.34	25.31	
	29.22	25.37	25.25	
	28.94	25.34	25.01	
	28.79	25.31	24.63	
	28.71	25.28	24.84	
	28.63	25.28	24.60	
	28.59	25.25	24.31	
	28.63	25.25	24.43	
	28.67	25.28	24.63	
	28.75	25.28	24.40	
	28.83	25.28	24.52	
	28.98	25.31	24.69	
	29.10	25.31	24.55	
	29.22	25.34	24.60	
	29.34	25.31	24.75	
	29.45	25.34	24.66	
	29.49	25.28	24.55	
	29.57	25.34	24.66	
	29.65	25.34	24.75	
	29.73	25.37	24.90	
	29.77	25.34	24.99	
	29.84	25.40	24.96	
	29.84	25.34	25.13	
	29.88	25.31	24.87	
	29.88	25.28	24.90	
	29.92	25.28	25.07	
	30.00	25.28	25.37	
	30.12	25.28	25.10	
	30.20	25.31	25.37	
	30.27	25.31	25.40	
	30.35	25.25	25.37	
	30.35	25.28	25.22	
	30.27	25.25	25.28	
	30.08	25.28	25.28	
	29.80	25.34	24.99	
	29.45	25.43	24.87	
	29.10	25.37	24.72	
	28.79	25.45	24.72	
	28.59	25.40	24.63	
	28.51	25.37	24.69	
	28.48	25.31	24.49	
	28.51	25.34	24.52	
	28.59	25.31	24.69	
	28.67	25.34	24.60	
	28.71	25.34	24.69	
	28.83	25.37	24.72	
	28.91	25.43	24.75	
	28.94	25.37	24.57	
	29.02	25.37	24.60	
	29.18	25.34	24.52	
	29.26	25.34	24.75	
	29.30	25.22	24.99	
	29.45	25.25	24.90	
	29.53	25.22	24.72	
	29.53	25.25	24.66	
	29.61	25.19	24.60	
	29.73	25.28	24.31	
	29.77	25.22	24.34	
	29.84	25.25	24.40	
	29.92	25.22	24.43	
	29.96	25.25	24.46	
	30.00	25.16	24.75	
	30.04	25.22	24.78	
	30.08	25.16	24.84	
	30.16	25.19	24.84	
	30.23	25.22	24.69	
	30.20	25.31	24.46	
	30.08	25.28	24.57	
	29.88	25.34	24.66	
	29.57	25.31	24.90	
	29.26	25.31	25.04	
	28.98	25.28	25.01	
	28.75	25.31	25.04	
	28.63	25.31	25.01	
	28.55	25.31	24.63	
	28.51	25.34	24.52	
	28.55	25.28	24.43	
	28.63	25.31	24.31	
	28.67	25.28	24.22	
	28.79	25.34	24.49	
	28.87	25.28	24.46	
	28.94	25.37	24.78	
	29.06	25.28	24.87	
	29.18	25.31	25.07	
	29.26	25.25	25.10	
	29.37	25.31	25.10	
	29.45	25.22	24.99	
	29.53	25.28	25.04	
	29.57	25.25	24.78	
	29.65	25.31	24.75	
	29.69	25.28	25.01	
	29.73	25.34	25.10	
	29.77	25.31	25.01	
	29.84	25.34	25.01	
	29.92	25.28	25.07	
	30.04	25.28	24.78	
	30.12	25.28	24.63	
	30.20	25.28	24.81	
	30.27	25.25	24.99	
	30.27	25.25	24.87	
	30.20	25.25	25.25	
	30.04	25.25	25.43	
	29.77	25.25	25.37	
	29.45	25.25	25.37	
	29.14	25.28	25.34	
	28.83	25.22	25.10	
	28.63	25.19	24.81	
	28.55	25.13	24.57	
	28.51	25.19	24.49	
	28.51	25.19	24.60	
	28.59	25.25	24.66	
	28.67	25.25	24.93	
	28.71	25.31	24.93	
	28.79	25.22	24.96	
	28.91	25.22	24.72	
	28.98	25.16	24.60	
	29.06	25.22	24.55	
	29.18	25.22	24.75	
	29.30	25.28	24.90	
	29.37	25.25	25.10	
	29.45	25.28	25.13	
	29.53	25.25	25.04	
	29.61	25.22	25.01	
	29.65	25.22	24.81	
	29.73	25.19	24.87	
	29.80	25.22	25.04	
	29.84	25.16	25.07	
	29.88	25.22	25.22	
	29.96	25.16	25.54	
	30.00	25.22	25.48	
	30.04	25.22	25.37	
	30.16	25.25	25.48	
	30.20	25.25	25.37	
	30.20	25.25	25.04	
	30.23	25.28	25.01	
	30.27	25.25	24.90	
	30.23	25.31	24.99	
	30.12	25.28	24.99	
	29.92	25.34	25.13	
	29.61	25.31	25.19	
	29.22	25.37	25.31	
	28.87	25.34	25.22	
	28.63	25.34	25.13	
	28.48	25.31	25.01	
	28.44	25.28	24.75	
	28.44	25.22	24.55	
	28.48	25.19	24.25	
	28.51	25.22	24.22	
	28.59	25.22	24.40	
	28.63	25.25	24.46	
	28.75	25.25	24.49	
	28.87	25.28	24.52	
	28.98	25.25	24.40	
	29.06	25.25	24.11	
	29.14	25.25	24.34	
	29.22	25.28	24.60	
	29.30	25.25	24.60	
	29.37	25.25	24.81	
	29.49	25.25	25.13	
	29.61	25.22	25.07	
	29.73	25.19	25.01	
	29.80	25.19	25.07	
	29.88	25.16	24.99	
	29.92	25.22	24.96	
	29.96	25.22	24.93	
	29.96	25.28	24.90	
	30.00	25.28	25.13	
	30.04	25.31	25.10	
	30.08	25.25	25.16	
	30.12	25.25	25.22	
	30.16	25.19	25.37	
	30.16	25.16	25.19	
	30.08	25.22	25.45	
	29.88	25.22	25.34	
	29.65	25.22	25.28	
	29.34	25.19	24.99	
	29.02	25.25	25.10	
	28.71	25.19	24.75	
	28.55	25.19	24.49	
	28.44	25.22	24.52	
	28.40	25.25	24.69	
	28.36	25.25	24.55	
	28.40	25.19	24.75	
	28.44	25.22	24.78	
	28.48	25.16	24.60	
	28.59	25.16	24.52	
	28.67	25.16	24.66	
	28.79	25.22	24.55	
	28.94	25.22	24.55	
	29.10	25.25	24.55	
	29.18	25.28	24.66	
	29.30	25.25	24.43	
	29.37	25.25	24.57	
	29.45	25.22	24.87	
	29.53	25.19	24.96	
	29.57	25.19	24.93	
	29.65	25.19	25.01	
	29.77	25.22	25.04	
	29.77	25.22	25.04	
	28.83	25.92	25.43	
	28.91	25.81	25.28	
	29.02	25.66	25.07	
	29.10	25.54	25.13	
	29.14	25.34	24.78	
	29.22	25.31	24.93	
	29.30	25.28	24.75	
	29.34	25.25	24.87	
	29.37	25.19	24.81	
	29.45	25.22	24.93	
	29.49	25.13	24.93	
	29.57	25.07	25.13	
	29.61	25.04	24.90	
	29.73	25.01	25.01	
	29.80	24.96	24.96	
	29.88	24.96	24.93	
	29.92	24.96	24.75	
	29.96	25.01	24.75	
	29.96	25.01	24.66	
	29.96	25.07	24.93	
	30.00	25.13	25.01	
	30.08	25.22	25.01	
	30.12	25.19	25.01	
	30.16	25.22	24.90	
	30.08	25.22	24.69	
	29.92	25.16	24.60	
	29.61	25.13	24.55	
	29.30	25.16	24.72	
	28.98	25.16	24.81	
	30.04	25.95	26.01	
	30.04	25.84	26.01	
	30.00	25.69	25.81	
	30.00	25.57	25.48	
	30.04	25.45	25.31	
	30.08	25.45	25.54	
	30.12	25.43	25.40	
	30.12	25.43	25.69	
	30.12	25.43	25.69	
	30.08	25.37	25.72	
	30.04	25.37	25.60	
	30.00	25.37	25.63	
	30.04	25.34	25.60	
	30.04	25.31	25.54	
	30.08	25.28	25.54	
	30.08	25.25	25.48	
	30.12	25.19	25.57	
	30.12	25.19	25.43	
	30.12	25.16	25.69	
	30.12	25.19	25.75	
	30.16	25.16	25.69	
	30.16	25.19	25.81	
	30.12	25.22	25.87	
	30.12	25.19	25.84	
	30.12	25.22	25.81	
	30.12	25.22	25.98	
	30.12	25.25	25.98	
	30.16	25.25	26.04	
	30.16	25.22	25.81	
	30.35	26.10	26.51	
	30.35	26.01	26.22	
	30.35	26.28	26.74	
	30.35	26.16	26.60	
	30.35	26.13	26.54	
	30.35	25.89	26.42	
	30.35	25.84	26.39	
	30.35	25.81	26.28	
	30.35	25.78	26.07	
	30.35	25.66	25.98	
	30.39	25.72	25.87	
	30.39	25.66	25.78	
	30.39	25.66	25.89	
	30.35	25.63	25.84	
	30.35	25.63	25.66	
	30.31	25.66	25.60	
	30.31	25.60	25.37	
	30.31	25.63	25.37	
	30.35	25.60	25.51	
	30.35	25.57	25.57	
	30.39	25.57	25.48	
	30.39	25.54	25.48	
	30.39	25.54	25.40	
	30.43	25.57	25.28	
	30.43	25.63	25.28	
	30.39	25.60	25.48	
	30.43	25.69	25.78	
	30.43	25.63	25.87	
	30.39	25.60	25.95	
	30.39	25.57	26.16	
	30.39	25.63	26.25	
	30.39	25.45	26.07	
	30.39	25.48	26.07	
	30.39	25.51	25.98	
	30.39	25.51	25.72	
	30.39	25.45	25.60	
	30.39	25.60	25.48	
	30.39	25.63	25.37	
	30.43	25.57	25.34	
	30.43	25.57	25.48	
	30.43	25.54	25.57	
	30.43	25.54	25.75	
	30.43	25.54	26.04	
	30.43	25.57	26.28	
	30.43	25.57	26.10	
	30.43	25.57	26.16	
	30.43	25.57	26.19	
	30.47	25.54	25.98	
	30.43	25.60	25.98	
	30.43	25.48	26.28	
	29.37	26.36	26.10	
	29.49	26.22	25.81	
	29.53	26.07	25.84	
	29.61	25.92	25.63	
	29.65	25.78	25.54	
	29.69	25.72	25.60	
	29.73	25.69	25.57	
	29.77	25.72	25.43	
	29.80	25.72	25.43	
	29.84	25.72	25.25	
	29.88	25.72	25.10	
	29.92	25.69	25.34	
	30.00	25.63	25.60	
	30.04	25.60	25.69	
	30.12	25.60	25.60	
	30.16	25.54	25.72	
	30.16	25.60	25.51	
	30.20	25.60	25.34	
	30.20	25.60	25.37	
	30.23	25.57	25.57	
	30.23	25.57	25.37	
	30.27	25.54	25.57	
	30.27	25.57	25.75	
	30.35	25.57	25.72	
	30.35	25.57	25.81	
	30.39	25.60	25.89	
	30.39	25.54	25.87	
	30.39	25.54	25.72	
	30.39	25.51	25.48	
	30.51	26.16	26.63	
	30.51	26.01	26.51	
	30.47	25.89	26.28	
	30.43	25.78	26.25	
	30.39	25.69	26.39	
	30.35	25.63	26.39	
	30.35	25.60	26.22	
	30.39	25.57	26.30	
	30.43	25.54	26.22	
	30.43	25.51	26.22	
	30.47	25.48	25.98	
	30.51	25.51	26.22	
	30.51	25.54	26.07	
	30.51	25.51	25.92	
	30.55	25.45	25.69	
	30.59	25.40	25.89	
	30.59	25.37	25.75	
	30.59	25.37	25.75	
	30.59	25.34	25.84	
	30.63	25.37	25.98	
	30.59	25.45	25.89	
	30.59	25.45	25.89	
	30.63	25.40	25.87	
	30.66	25.40	25.98	
	30.66	25.40	25.98	
	30.66	25.37	25.89	
	30.66	25.40	25.92	
	30.63	25.43	26.10	
	30.59	25.48	26.04	
	30.78	26.33	26.72	
	30.78	26.22	26.83	
	30.82	26.07	26.72	
	30.82	25.92	26.54	
	30.82	25.78	26.25	
	30.78	25.72	26.33	
	30.82	25.69	26.07	
	30.82	25.63	26.10	
	30.86	25.66	25.95	
	30.90	25.60	26.04	
	30.94	25.57	25.81	
	30.94	25.57	25.98	
	30.94	25.60	25.92	
	30.94	25.57	25.98	
	30.98	25.60	25.78	
	30.98	25.66	25.75	
	30.98	25.63	25.63	
	30.98	25.63	25.51	
	30.98	25.60	25.78	
	30.94	25.63	26.07	
	30.86	25.57	26.10	
	30.66	25.63	26.30	
	30.39	25.63	26.22	
	30.12	25.66	26.10	
	29.84	25.57	25.87	
	29.61	25.63	25.81	
	29.49	25.57	25.57	
	29.45	25.57	25.66	
	29.41	25.51	25.60	
	29.41	25.57	25.72	
	29.45	25.54	25.72	
	29.49	25.57	25.69	
	29.53	25.60	25.60	
	29.57	25.69	25.45	
	29.61	25.69	25.22	
	29.65	25.66	25.16	
	29.69	25.69	25.31	
	29.77	25.60	25.28	
	29.84	25.57	25.37	
	29.92	25.54	25.48	
	30.23	26.33	25.95	
	30.27	26.28	26.10	
	30.31	26.07	25.87	
	30.35	25.98	25.75	
	30.35	25.81	25.51	
	30.35	25.75	25.48	
	30.23	25.66	25.28	
	30.04	25.72	25.48	
	29.77	25.69	25.60	
	29.45	25.69	25.54	
	29.14	25.69	25.19	
	28.91	25.66	25.01	
	28.75	25.63	24.60	
	28.71	25.57	24.66	
	28.75	25.54	24.66	
	28.79	25.54	24.66	
	28.94	25.57	24.72	
	29.06	25.57	24.87	
	29.14	25.57	24.81	
	29.22	25.63	24.84	
	29.34	25.60	24.99	
	29.41	25.57	25.10	
	29.49	25.54	25.25	
	29.61	25.54	25.04	
	29.73	25.51	25.07	
	29.80	25.51	24.99	
	29.84	25.51	25.13	
	29.96	25.51	25.16	
	30.04	25.54	25.48	
	28.87	26.22	25.92	
	28.98	26.13	25.54	
	29.06	25.95	25.22	
	29.18	25.81	25.19	
	29.30	25.63	25.22	
	29.37	25.60	25.22	
	29.49	25.51	25.43	
	29.61	25.54	25.40	
	29.69	25.45	25.37	
	29.73	25.48	25.31	
	29.80	25.45	25.16	
	29.84	25.51	25.22	
	29.88	25.45	25.48	
	29.96	25.54	25.40	
	30.08	25.45	25.43	
	30.16	25.48	25.60	
	30.27	25.45	25.51	
	30.35	25.48	25.22	
	30.43	25.43	25.45	
	30.47	25.54	25.63	
	30.55	25.51	25.51	
	30.47	25.54	25.43	
	30.31	25.51	25.54	
	30.04	25.63	25.37	
	29.69	25.60	25.13	
	29.30	25.57	25.10	
	29.02	25.54	24.99	
	28.87	25.63	24.81	
	28.79	25.54	24.81	
	28.79	25.51	24.87	
	28.79	25.57	24.93	
	28.87	25.57	25.07	
	28.94	25.51	25.22	
	29.02	25.51	25.04	
	29.14	25.54	25.04	
	29.26	25.51	24.84	
	29.34	25.51	24.81	
	29.41	25.51	24.84	
	29.53	25.48	24.84	
	29.61	25.48	24.87	
	29.73	25.51	24.78	
	29.80	25.51	24.90	
	29.88	25.51	24.96	
	29.92	25.57	24.99	
	30.00	25.54	25.01	
	30.04	25.54	25.28	
	30.12	25.57	25.10	
	30.20	25.57	25.01	
	30.27	25.54	25.16	
	30.27	25.54	25.19	
	30.20	25.51	25.22	
	29.96	25.48	25.31	
	29.65	25.54	25.37	
	29.30	25.54	25.22	
	28.91	25.57	25.22	
	28.63	25.51	25.04	
	28.48	25.54	25.10	
	28.44	25.45	24.93	
	28.40	25.45	24.87	
	28.48	25.40	24.63	
	28.55	25.45	24.52	
	28.67	25.40	24.28	
	28.75	25.43	24.22	
	28.91	25.40	24.40	
	29.02	25.40	24.57	
	29.14	25.40	24.78	
	29.26	25.45	24.96	
	29.37	25.45	25.01	
	29.45	25.48	25.13	
	29.53	25.45	24.96	
	29.65	25.45	24.84	
	29.73	25.43	24.93	
	29.80	25.43	24.93	
	29.88	25.40	24.72	
	29.96	25.48	24.90	
	30.00	25.48	24.93	
	30.04	25.48	25.01	
	30.08	25.45	25.22	
	30.16	25.51	25.25	
	29.02	26.13	25.84	
	29.18	25.92	25.87	
	29.30	25.81	25.63	
	29.41	25.66	25.48	
	29.53	25.51	25.28	
	29.65	25.48	25.22	
	29.69	25.54	24.93	
	29.77	25.54	24.81	
	29.88	25.54	24.96	
	29.96	25.54	24.93	
	30.04	25.51	24.99	
	30.16	25.48	25.13	
	30.20	25.45	25.19	
	30.23	25.48	25.07	
	30.23	25.43	24.96	
	30.20	25.45	24.78	
	30.00	25.48	24.52	
	29.73	25.48	24.46	
	29.37	25.40	24.57	
	28.98	25.45	24.57	
	28.63	25.45	24.46	
	28.44	25.43	24.49	
	28.40	25.43	24.69	
	28.44	25.43	24.60	
	28.51	25.40	24.72	
	28.63	25.31	24.96	
	28.71	25.34	24.93	
	28.79	25.34	24.87	
	28.91	25.34	24.78	
	29.06	25.34	24.81	
	29.22	25.40	24.60	
	29.37	25.28	24.87	
	29.53	25.25	24.84	
