1.57097e-006
0.550	1.88332e-008
0.650	1.87352e-008
0.750	2.23669e-008
0.850	3.59798e-008
0.950	5.4462e-008
1.050	6.90708e-008
1.150	7.14646e-008
1.250	4.87447e-008
1.350	1.5562e-008
1.450	3.70408e-008
1.550	6.99103e-008
1.650	1.07584e-007
1.750	1.51925e-007
1.850	2.112e-007
1.950	2.52989e-007
2.050	2.7216e-007
2.150	2.34393e-007
2.250	1.17102e-007
2.350	5.82292e-009
2.450	0
2.550	0
2.650	0
2.750	0
2.850	0
2.950	0
3.050	0
3.150	0
3.250	0
3.350	0
3.450	0
3.550	0
3.650	0
3.750	0
3.850	0
3.950	0
4.050	0
4.150	0
4.250	0
4.350	0
4.450	0
4.550	0
4.650	0
4.750	0
4.850	0
4.950	0
5.050	0
5.150	0
5.250	0
5.350	0
5.450	0
5.550	0
5.650	0
5.750	0
5.850	0
5.950	0
6.050	0
6.150	0
6.250	0
6.350	0
6.450	0
6.550	0
6.650	0
6.750	0
6.850	0
6.950	0
7.050	0
7.150	0
7.250	0
7.350	0
7.450	0
7.550	0
7.650	0
7.750	0
7.850	0
7.950	0
8.050	0
8.150	0
8.250	0
8.350	0
8.450	0
8.550	0
8.650	0
8.750	0
8.850	0
8.950	0
9.050	0
9.150	0
9.250	0
9.350	0
9.450	0
9.550	0
9.650	0
9.750	0
9.850	0
9.950	0
10.050	0
10.150	0
10.250	0
10.350	0
10.450	0
10.550	0
10.650	0
10.750	0
10.850	0
10.950	0
11.050	0
11.150	0
11.250	0
11.350	0
11.450	4.15716e-011
11.550	1.0277e-009
11.650	8.07433e-009
11.750	1.64873e-008
11.850	2.11583e-008
11.950	2.25154e-008
12.050	1.93487e-008
12.150	1.5834e-008
12.250	4.25072e-009
12.350	0
12.450	0
12.550	0
12.650	4.98913e-010
12.750	1.72546e-009
12.850	2.23018e-009
12.950	2.43554e-009
13.050	2.09537e-009
13.150	1.62137e-009
13.250	2.72724e-010
13.350	0
13.450	6.94307e-011
13.550	9.78642e-010
13.650	5.01178e-009
13.750	1.1665e-008
13.850	1.44269e-008
13.950	1.57021e-008
14.050	1.3501e-008
14.150	1.14742e-008
14.250	3.01217e-009
14.350	0
14.450	0
14.550	3.56331e-010
14.650	4.04415e-009
14.750	8.24193e-009
14.850	1.10709e-008
14.950	1.18309e-008
15.050	1.05761e-008
15.150	9.78489e-009
15.250	3.15956e-009
15.350	2.81502e-010
15.450	6.81429e-010
15.550	3.91707e-009
15.650	2.00251e-008
15.750	3.5906e-008
15.850	4.6046e-008
15.950	4.86329e-008
16.050	4.19216e-008
16.150	3.70502e-008
16.250	9.38372e-009
16.350	1.11986e-009
16.450	2.42579e-009
16.550	1.82368e-008
16.650	6.68542e-008
16.750	1.27265e-007
16.850	1.51573e-007
16.950	1.62914e-007
17.050	1.3642e-007
17.150	1.19941e-007
17.250	2.71422e-008
17.350	4.06185e-009
17.450	8.0303e-009
17.550	5.54885e-008
17.650	2.00935e-007
17.750	4.11324e-007
17.850	5.11387e-007
17.950	5.46727e-007
18.050	4.76644e-007
18.150	4.34126e-007
18.250	9.73147e-008
18.350	4.21552e-009
18.450	0
18.550	2.40415e-010
18.650	2.35014e-009
18.750	5.18118e-009
18.850	6.67982e-009
18.950	7.0774e-009
19.050	6.02064e-009
19.150	5.60358e-009
19.250	1.24933e-009
19.350	0
19.450	0
19.550	0
19.650	4.29168e-010
19.750	8.4299e-010
19.850	1.1103e-009
19.950	1.21891e-009
20.050	1.00221e-009
20.150	8.6038e-010
20.250	0
20.350	0
20.450	0
20.550	0
20.650	0
20.750	0
20.850	0
20.950	0
21.050	0
21.150	0
21.250	0
21.350	0
21.450	0
21.550	0
21.650	1.27223e-010
21.750	6.14685e-010
21.850	7.35827e-010
21.950	7.14343e-010
22.050	5.40271e-010
22.150	3.45651e-010
22.250	0
22.350	0
22.450	0
22.550	0
22.650	0
22.750	0
22.850	0
22.950	0
23.050	0
23.150	0
23.250	0
23.350	0
23.450	0
23.550	0
23.650	2.46968e-010
23.750	4.79463e-010
23.850	5.12146e-010
23.950	5.09271e-010
24.050	3.89676e-010
24.150	4.43557e-010
24.250	0
24.350	0
24.450	0
24.550	1.42571e-010
24.650	1.13936e-009
24.750	2.00361e-009
24.850	2.64059e-009
24.950	2.63512e-009
25.050	2.30474e-009
25.150	2.09234e-009
25.250	2.3889e-010
25.350	0
25.450	1.42582e-010
25.550	2.60367e-009
25.650	6.77308e-009
25.750	1.11492e-008
25.850	1.34081e-008
25.950	1.39686e-008
26.050	1.24068e-008
26.150	1.17879e-008
26.250	3.25449e-009
26.350	1.59887e-010
26.450	2.48712e-010
26.550	3.21274e-009
26.650	8.66724e-009
26.750	1.48816e-008
26.850	1.81163e-008
26.950	1.88796e-008
27.050	1.81184e-008
27.150	1.73406e-008
27.250	7.27708e-009
27.350	4.39868e-009
27.450	1.14672e-008
27.550	8.35408e-008
27.650	2.14778e-007
27.750	3.07366e-007
27.850	3.67524e-007
27.950	3.70993e-007
28.050	3.18884e-007
28.150	2.93853e-007
28.250	5.02935e-008
28.350	3.80169e-009
28.450	7.28775e-010
28.550	4.67749e-009
28.650	1.20733e-008
28.750	1.75944e-008
28.850	2.17401e-008
28.950	2.20406e-008
29.050	1.98496e-008
29.150	1.84979e-008
29.250	3.9323e-009
29.350	1.88789e-010
29.450	2.14396e-011
29.550	2.14932e-009
29.650	5.88856e-009
29.750	8.45664e-009
29.850	1.02898e-008
29.950	1.04179e-008
30.050	9.16921e-009
30.150	8.29481e-009
30.250	1.6272e-009
30.350	0
30.450	0
30.550	2.90731e-011
30.650	3.47978e-010
30.750	6.81792e-010
30.850	9.82992e-010
30.950	1.02007e-009
31.050	9.62474e-010
31.150	8.42856e-010
31.250	9.02967e-011
31.350	0
31.450	7.70619e-010
31.550	5.71867e-009
31.650	1.1533e-008
31.750	1.68448e-008
31.850	1.88588e-008
31.950	1.92671e-008
32.050	1.61279e-008
32.150	1.43097e-008
32.250	1.57882e-009
32.350	0
32.450	0
32.550	0
32.650	0
32.750	0
32.850	0
32.950	0
33.050	0
33.150	0
33.250	0
33.350	0
33.450	0
33.550	0
33.650	0
33.750	7.85686e-011
33.850	5.6172e-011
33.950	1.949e-010
34.050	5.94287e-011
34.150	0
34.250	0
34.350	0
34.450	0
34.550	0
34.650	0
34.750	0
34.850	0
34.950	0
35.050	0
35.150	0
35.250	0
35.350	0
35.450	0
35.550	0
35.650	4.17834e-011
35.750	1.77098e-010
35.850	2.4576e-010
35.950	2.60822e-010
36.050	1.44484e-010
36.150	9.11314e-011
36.250	0
36.350	0
36.450	0
36.550	1.4954e-010
36.650	6.12404e-010
36.750	9.76942e-010
36.850	1.30838e-009
36.950	1.2307e-009
37.050	1.08797e-009
37.150	9.76067e-010
37.250	0
37.350	0
37.450	0
37.550	4.54439e-010
37.650	1.2017e-009
37.750	1.69947e-009
37.850	2.13479e-009
37.950	2.16187e-009
38.050	2.04703e-009
38.150	1.87736e-009
38.250	2.99547e-010
38.350	0
38.450	3.44652e-010
38.550	2.43638e-009
38.650	5.81065e-009
38.750	8.43793e-009
38.850	1.00241e-008
38.950	9.77047e-009
39.050	9.62219e-009
39.150	9.02412e-009
39.250	3.11568e-009
39.350	2.04622e-010
39.450	4.18695e-010
39.550	1.86916e-009
39.650	3.50701e-009
39.750	5.06641e-009
39.850	5.8481e-009
39.950	5.74794e-009
40.050	5.36549e-009
40.150	4.52612e-009
40.250	1.20353e-009
40.350	7.81056e-011
40.450	2.80959e-010
40.550	2.82986e-009
40.650	6.04954e-009
40.750	9.4509e-009
40.850	1.16186e-008
40.950	1.13085e-008
41.050	1.17136e-008
41.150	1.01478e-008
41.250	4.61904e-009
41.350	3.28419e-010
41.450	1.89769e-010
41.550	1.32992e-009
41.650	3.2432e-009
41.750	4.68411e-009
41.850	5.74382e-009
41.950	5.61249e-009
42.050	5.71595e-009
42.150	4.99508e-009
42.250	2.34572e-009
42.350	2.24489e-010
42.450	4.9424e-010
42.550	1.87442e-009
42.650	4.4503e-009
42.750	6.16806e-009
42.850	7.6008e-009
42.950	7.66411e-009
43.050	7.7862e-009
43.150	7.368e-009
