6.19874e-005
subset 1		1	4.9389e-008
subset 1		2	5.03089e-008
subset 1		3	4.93204e-008
subset 1		4	4.94241e-008
subset 1		5	3.03885e-008
subset 1		6	2.64716e-008
subset 1		7	2.41788e-008
subset 1		8	2.42026e-008
subset 1		9	2.49154e-008
subset 1		1	10	2.5156e-008
subset 1		11	2.49835e-008
subset 1		12	2.2585e-008
subset 1		13	2.06067e-008
subset 1		14	1.61145e-008
subset 1		15	8.68055e-009
subset 1		16	3.3769e-009
subset 1		17	2.27453e-009
subset 1		18	2.28993e-009
subset 1		19	2.78236e-009
subset 1		20	3.32441e-009
subset 1		21	4.6756e-009
subset 1		22	5.69965e-009
subset 1		23	7.11041e-009
subset 1		24	7.81723e-009
subset 1		25	9.25581e-009
subset 1		26	1.05161e-008
subset 1		27	1.10975e-008
subset 1		28	1.13152e-008
subset 1		29	1.26436e-008
subset 1		2	30	1.43944e-008
subset 1		31	1.46462e-008
subset 1		32	1.33766e-008
subset 1		33	1.25536e-008
subset 1		34	9.09198e-009
subset 1		35	4.66223e-009
subset 1		36	8.9374e-010
subset 1		37	2.85396e-010
subset 1		38	2.90851e-010
subset 1		39	3.00161e-010
subset 1		40	2.01288e-010
subset 1		41	2.69151e-010
subset 1		42	2.78834e-010
subset 1		43	1.87245e-010
subset 1		44	2.71536e-010
subset 1		45	2.7656e-010
subset 1		46	2.12801e-010
subset 1		47	2.78125e-010
subset 1		48	2.57865e-010
subset 1		49	2.02265e-010
subset 1		3	50	2.6788e-010
subset 1		51	2.60438e-010
subset 1		52	1.93308e-010
subset 1		53	2.8236e-010
subset 1		54	2.66452e-010
subset 1		55	1.83814e-010
subset 1		56	2.29345e-010
subset 1		57	2.71518e-010
subset 1		58	1.61769e-010
subset 1		59	2.37572e-010
subset 1		60	2.59369e-010
subset 1		61	1.7579e-010
subset 1		62	2.5892e-010
subset 1		63	2.55498e-010
subset 1		64	1.84773e-010
subset 1		65	2.46317e-010
subset 1		66	2.21306e-010
subset 1		67	1.72541e-010
subset 1		68	2.24616e-010
subset 1		69	2.48092e-010
subset 1		4	70	1.67392e-010
subset 1		71	2.17427e-010
subset 1		72	2.51555e-010
subset 1		73	1.68695e-010
subset 1		74	2.39208e-010
subset 1		75	2.67743e-010
subset 1		76	1.76484e-010
subset 1		77	2.52573e-010
subset 1		78	2.447e-010
subset 1		79	1.61697e-010
subset 1		80	2.55024e-010
subset 1		81	2.33146e-010
subset 1		82	1.76354e-010
subset 1		83	2.61093e-010
subset 1		84	2.35917e-010
subset 1		85	1.6461e-010
subset 1		86	2.05366e-010
subset 1		87	2.51201e-010
subset 1		88	1.91679e-010
subset 1		89	2.22189e-010
subset 1		5	90	2.4485e-010
subset 1		91	1.72519e-010
subset 1		92	2.42315e-010
subset 1		93	2.51677e-010
subset 1		94	1.82151e-010
subset 1		95	2.44325e-010
subset 1		96	2.28153e-010
subset 1		97	1.48653e-010
subset 1		98	2.41932e-010
subset 1		99	2.26389e-010
subset 1		100	1.74838e-010
subset 1		101	2.40712e-010
subset 1		102	2.63094e-010
subset 1		103	1.81182e-010
subset 1		104	2.62386e-010
subset 1		105	2.6407e-010
subset 1		106	1.84624e-010
subset 1		107	2.52566e-010
subset 1		108	2.54568e-010
subset 1		109	1.87923e-010
subset 1		6	110	2.59347e-010
subset 1		111	2.58735e-010
subset 1		112	1.94939e-010
subset 1		113	2.59294e-010
subset 1		114	2.5889e-010
subset 1		115	1.91503e-010
subset 1		116	2.19447e-010
subset 1		117	2.28293e-010
subset 1		118	1.96209e-010
subset 1		119	2.12235e-010
subset 1		120	2.31313e-010
subset 1		121	1.78426e-010
subset 1		122	2.49372e-010
subset 1		123	2.80095e-010
subset 1		124	2.26511e-010
subset 1		125	3.12614e-010
subset 1		126	3.14148e-010
subset 1		127	2.54914e-010
subset 1		128	3.29845e-010
subset 1		129	3.13191e-010
subset 1		7	130	2.57175e-010
subset 1		131	3.30276e-010
subset 1		132	2.90646e-010
subset 1		133	2.64516e-010
subset 1		134	2.72129e-010
subset 1		135	2.66788e-010
subset 1		136	1.75516e-010
subset 1		137	2.30921e-010
subset 1		138	2.51217e-010
subset 1		139	1.70712e-010
subset 1		140	2.50916e-010
subset 1		141	2.54092e-010
subset 1		142	1.73041e-010
subset 1		143	2.84908e-010
subset 1		144	2.75901e-010
subset 1		145	2.18034e-010
subset 1		146	3.04068e-010
subset 1		147	2.77355e-010
subset 1		148	2.37042e-010
subset 1		149	2.82639e-010
subset 1		8	150	2.90272e-010
subset 1		151	2.31463e-010
subset 1		152	2.92092e-010
subset 1		153	2.88574e-010
subset 1		154	1.9559e-010
subset 1		155	2.48545e-010
subset 1		156	2.26781e-010
subset 1		157	1.45097e-010
subset 1		158	2.4814e-010
subset 1		159	2.35154e-010
subset 1		160	1.79555e-010
subset 1		161	2.16488e-010
subset 1		162	2.28766e-010
subset 1		163	1.8497e-010
subset 1		164	2.4448e-010
subset 1		165	2.35089e-010
subset 1		166	1.73631e-010
subset 1		167	2.26537e-010
subset 1		168	2.50351e-010
subset 1		169	1.79475e-010
subset 1		9	170	2.19347e-010
subset 1		171	2.46951e-010
subset 1		172	1.59389e-010
subset 1		173	2.26568e-010
subset 1		174	2.30381e-010
subset 1		175	1.5468e-010
subset 1		176	2.3427e-010
subset 1		177	2.26358e-010
subset 1		178	1.73164e-010
subset 1		179	2.26436e-010
subset 1		180	2.26281e-010
subset 1		181	1.68091e-010
subset 1		182	2.26472e-010
subset 1		183	2.27577e-010
subset 1		184	1.9876e-010
subset 1		185	2.40341e-010
subset 1		186	2.49428e-010
subset 1		187	1.51865e-010
subset 1		188	2.48468e-010
