Pfeiffer read started at 2017-07-18 17:29:01 (EDT)
Time (s)	Pressure (Torr)
1500413355	0.0
1500413415	9.19e-06
1500413476	8.16e-06
1500413536	1.12e-06
1500413597	1.07e-06
1500413657	1.04e-06
1500413717	1.03e-06
1500413778	1.02e-06
1500413838	1.02e-06
1500413899	1.01e-06
1500413959	1.01e-06
1500414020	1e-06
1500414080	1e-06
1500414141	9.98e-07
1500414201	9.96e-07
1500414261	9.95e-07
1500414322	9.92e-07
1500414382	9.92e-07
1500414443	9.9e-07
1500414503	9.89e-07
1500414564	9.86e-07
1500414624	9.84e-07
1500414685	9.83e-07
1500414745	9.8e-07
1500414806	9.78e-07
1500414866	9.75e-07
1500414926	9.75e-07
1500414987	9.73e-07
1500415047	9.71e-07
1500415108	9.7e-07
1500415168	9.68e-07
1500415229	9.69e-07
1500415289	9.68e-07
1500415350	9.69e-07
1500415410	9.67e-07
1500415470	9.68e-07
1500415531	9.67e-07
1500415591	9.66e-07
1500415652	9.65e-07
1500473920	8.01e-07
1500473980	8.04e-07
1500474040	8.03e-07
