Pfeiffer read started at 2017-07-06 15:07:07 (EDT)
Time (s)	Pressure (Torr)
1499368029	6e-08
1499368089	5.94e-08
1499368150	5.88e-08
1499368210	5.84e-08
1499368270	5.84e-08
1499368331	5.85e-08
1499368391	5.85e-08
1499368452	5.86e-08
1499368512	5.87e-08
1499368573	5.87e-08
1499368633	5.88e-08
1499368694	5.88e-08
1499368754	5.89e-08
1499368814	5.89e-08
1499368875	5.9e-08
1499368935	5.9e-08
1499368996	5.91e-08
1499369056	5.91e-08
1499369117	5.92e-08
1499369177	5.92e-08
1499369238	5.92e-08
1499369298	5.93e-08
1499369358	5.93e-08
1499369419	5.94e-08
1499369479	5.94e-08
1499369540	5.94e-08
1499369600	5.95e-08
1499369661	5.95e-08
1499369721	5.95e-08
1499369782	5.96e-08
1499369842	5.9e-08
1499369903	5.84e-08
1499369963	5.79e-08
1499370023	5.75e-08
1499370084	5.73e-08
1499370144	5.74e-08
1499370205	5.74e-08
1499370265	5.75e-08
1499370326	5.77e-08
1499370386	5.77e-08
1499370447	5.78e-08
1499370507	5.78e-08
1499370567	5.79e-08
1499370628	5.8e-08
1499370688	5.8e-08
1499370749	5.81e-08
1499370809	5.81e-08
1499370870	5.82e-08
1499370930	5.82e-08
1499370991	5.83e-08
1499371051	5.83e-08
1499371111	5.84e-08
1499371172	5.83e-08
1499371232	5.84e-08
1499371293	5.85e-08
1499371353	5.86e-08
1499371414	5.86e-08
1499371474	5.86e-08
1499371535	5.87e-08
1499371595	5.87e-08
1499371655	5.88e-08
1499371716	5.88e-08
1499371776	5.87e-08
1499371837	5.81e-08
1499371897	5.76e-08
1499371958	5.7e-08
1499372018	5.69e-08
1499372079	5.69e-08
1499372139	5.7e-08
1499372199	5.7e-08
1499372260	5.71e-08
1499372320	5.72e-08
1499372381	5.73e-08
1499372441	5.74e-08
1499372502	5.75e-08
1499372562	5.75e-08
1499372623	5.76e-08
1499372683	5.77e-08
1499372744	5.78e-08
1499372804	5.78e-08
1499372864	5.78e-08
1499372925	5.79e-08
1499372985	5.8e-08
1499373046	5.8e-08
1499373106	5.8e-08
1499373167	5.81e-08
1499373227	5.82e-08
1499373288	5.82e-08
1499373348	5.83e-08
1499373408	5.84e-08
1499373469	5.82e-08
1499373529	5.76e-08
1499373590	5.7e-08
1499373650	5.65e-08
1499373711	5.64e-08
1499373771	5.64e-08
1499373832	5.64e-08
1499373892	5.65e-08
1499373952	5.66e-08
1499374013	5.67e-08
1499374073	5.68e-08
1499374134	5.68e-08
1499374194	5.69e-08
1499374255	5.69e-08
1499374315	5.7e-08
1499374376	5.7e-08
1499374436	5.71e-08
1499374496	5.71e-08
1499374557	5.72e-08
1499374617	5.73e-08
1499374678	5.73e-08
1499374738	5.73e-08
1499374799	5.74e-08
1499374859	5.74e-08
1499374920	5.75e-08
1499374980	5.75e-08
1499375040	5.76e-08
1499375101	5.76e-08
1499375161	5.77e-08
1499375222	5.77e-08
1499375282	5.76e-08
1499375343	5.71e-08
1499375403	5.64e-08
1499375464	5.6e-08
1499375524	5.58e-08
1499375584	5.58e-08
1499375645	5.59e-08
1499375705	5.6e-08
1499375766	5.6e-08
1499375826	5.61e-08
1499375887	5.62e-08
1499375947	5.62e-08
1499376008	5.64e-08
1499376068	5.64e-08
1499376129	5.65e-08
1499429118	6.14e-08
1499429182	6.14e-08
1499429242	6.14e-08
1499429302	6.14e-08
1499429363	6.14e-08
1499429423	6.15e-08
1499429484	6.14e-08
1499429544	6.15e-08
1499429605	6.15e-08
1499429665	6.15e-08
1499429726	6.15e-08
1499429786	6.15e-08
1499429846	6.15e-08
1499429907	6.15e-08
1499429967	6.15e-08
1499430028	6.15e-08
1499430088	6.15e-08
1499430149	6.15e-08
1499430209	6.15e-08
1499430270	6.15e-08
1499430330	6.15e-08
1499430391	6.15e-08
1499430451	6.15e-08
1499430511	6.15e-08
1499430572	6.15e-08
1499430632	6.15e-08
1499430693	6.15e-08
1499430753	6.15e-08
1499430814	6.15e-08
1499430874	6.16e-08
1499444575	5.8e-08
1499444635	5.8e-08
1499444695	5.8e-08
1499444756	5.8e-08
1499444816	5.81e-08
1499444877	5.82e-08
1499444937	5.82e-08
1499444998	5.82e-08
1499445058	5.82e-08
1499445119	5.79e-08
1499445179	5.73e-08
1499445239	5.68e-08
1499445300	5.64e-08
1499445360	5.61e-08
1499445421	5.6e-08
1499445481	5.61e-08
1499445542	5.61e-08
1499445602	5.62e-08
1499445663	5.64e-08
1499445723	5.64e-08
1499445783	5.65e-08
1499445844	5.65e-08
1499445904	5.66e-08
1499445965	5.67e-08
1499446025	5.67e-08
1499446086	5.68e-08
1499446146	5.69e-08
1499446207	5.69e-08
1499446267	5.7e-08
1499446327	5.71e-08
1499446388	5.7e-08
1499446448	5.71e-08
1499446509	5.72e-08
1499446569	5.72e-08
1499446630	5.73e-08
1499446690	5.73e-08
1499446751	5.75e-08
1499446811	5.74e-08
1499446872	5.75e-08
1499446932	5.75e-08
1499446992	5.76e-08
1499447053	5.76e-08
1499447113	5.77e-08
1499447174	5.74e-08
1499447234	5.69e-08
1499447295	5.64e-08
1499447355	5.6e-08
1499447416	5.57e-08
1499447476	5.56e-08
1499447536	5.56e-08
1499447597	5.58e-08
1499447657	5.58e-08
1499447718	5.59e-08
1499447778	5.6e-08
1499447839	5.61e-08
1499447899	5.61e-08
1499447960	5.62e-08
1499448020	5.62e-08
1499448080	5.63e-08
1499448141	5.64e-08
1499448201	5.64e-08
1499448262	5.65e-08
1499448322	5.65e-08
1499448383	5.66e-08
1499448443	5.66e-08
1499448504	5.67e-08
1499448564	5.67e-08
1499448624	5.68e-08
1499448685	5.68e-08
1499448745	5.68e-08
1499448806	5.69e-08
1499448866	5.7e-08
1499448927	5.7e-08
1499448987	5.71e-08
1499449048	5.71e-08
1499449108	5.72e-08
1499449168	5.72e-08
1499449229	5.73e-08
1499449289	5.73e-08
1499449350	5.71e-08
1499449410	5.66e-08
1499449471	5.6e-08
1499449531	5.56e-08
1499449592	5.53e-08
1499449652	5.52e-08
1499449712	5.53e-08
1499449773	5.53e-08
1499449833	5.54e-08
1499449894	5.55e-08
1499449954	5.56e-08
1499450015	5.56e-08
1499450075	5.57e-08
1499450136	5.58e-08
1499450196	5.58e-08
1499450257	5.59e-08
1499450317	5.6e-08
1499450377	5.6e-08
1499450438	5.61e-08
1499450498	5.61e-08
1499450559	5.62e-08
1499450619	5.62e-08
1499450680	5.63e-08
1499450740	5.63e-08
1499450801	5.64e-08
1499450861	5.64e-08
1499450921	5.65e-08
1499450982	5.66e-08
1499451042	5.66e-08
1499451103	5.66e-08
1499451163	5.67e-08
1499451224	5.67e-08
1499451284	5.68e-08
1499451345	5.68e-08
1499451405	5.68e-08
1499451465	5.68e-08
1499451526	5.65e-08
1499451586	5.59e-08
1499451647	5.54e-08
1499451707	5.5e-08
1499451768	5.49e-08
1499451828	5.48e-08
1499451889	5.48e-08
1499451949	5.49e-08
1499452009	5.5e-08
1499452070	5.51e-08
1499452130	5.52e-08
1499452191	5.52e-08
1499452251	5.53e-08
1499452312	5.54e-08
1499452372	5.55e-08
1499452433	5.56e-08
1499452493	5.56e-08
1499452553	5.56e-08
1499452614	5.57e-08
1499452674	5.58e-08
1499452735	5.58e-08
1499452795	5.59e-08
1499452856	5.6e-08
1499452916	5.6e-08
1499452977	5.6e-08
1499453037	5.61e-08
1499453098	5.62e-08
1499453158	5.62e-08
1499453218	5.63e-08
1499453279	5.63e-08
1499453339	5.64e-08
1499453400	5.64e-08
1499453460	5.65e-08
1499453521	5.65e-08
1499453581	5.66e-08
1499453642	5.64e-08
1499453702	5.59e-08
1499453762	5.54e-08
1499453823	5.49e-08
1499453883	5.47e-08
1499453944	5.46e-08
1499454004	5.47e-08
1499454065	5.48e-08
1499454125	5.49e-08
1499454186	5.49e-08
1499454246	5.5e-08
1499454306	5.51e-08
1499454367	5.52e-08
1499454427	5.52e-08
1499454488	5.53e-08
1499454548	5.54e-08
1499454609	5.54e-08
1499454669	5.55e-08
1499454730	5.56e-08
1499454790	5.56e-08
1499454851	5.57e-08
1499454911	5.57e-08
1499454971	5.57e-08
1499455032	5.58e-08
1499455092	5.59e-08
1499455153	5.59e-08
1499455213	5.6e-08
1499455274	5.61e-08
1499455334	5.61e-08
1499455395	5.61e-08
1499455455	5.62e-08
1499455515	5.62e-08
1499455576	5.63e-08
1499455636	5.64e-08
1499455697	5.64e-08
1499455757	5.61e-08
1499455818	5.56e-08
1499455878	5.51e-08
1499455939	5.47e-08
1499455999	5.45e-08
1499456060	5.45e-08
1499456120	5.45e-08
1499456180	5.47e-08
1499456241	5.48e-08
1499456301	5.48e-08
1499456362	5.49e-08
1499456422	5.5e-08
1499456483	5.5e-08
1499456543	5.51e-08
1499456604	5.52e-08
1499456664	5.53e-08
1499456724	5.54e-08
1499456785	5.54e-08
1499456845	5.55e-08
1499456906	5.55e-08
1499456966	5.56e-08
1499457027	5.57e-08
1499457087	5.57e-08
1499457148	5.57e-08
1499457208	5.58e-08
1499457268	5.59e-08
1499457329	5.59e-08
1499457389	5.6e-08
1499457450	5.6e-08
1499457510	5.61e-08
1499457571	5.61e-08
1499457631	5.61e-08
1499457692	5.62e-08
1499457752	5.63e-08
1499457812	5.63e-08
1499457873	5.64e-08
1499457933	5.64e-08
1499457994	5.61e-08
1499458054	5.55e-08
1499458115	5.51e-08
1499458175	5.46e-08
1499458236	5.44e-08
1499458296	5.44e-08
1499458356	5.44e-08
1499458417	5.45e-08
1499458477	5.46e-08
1499458538	5.47e-08
1499458598	5.48e-08
1499458659	5.48e-08
1499458719	5.49e-08
1499458780	5.5e-08
1499458840	5.51e-08
1499458901	5.51e-08
1499458961	5.52e-08
1499459021	5.52e-08
1499459082	5.53e-08
1499459142	5.54e-08
1499459203	5.55e-08
1499459263	5.55e-08
1499459324	5.56e-08
1499459384	5.56e-08
1499459445	5.57e-08
1499459505	5.57e-08
1499459565	5.58e-08
1499459626	5.59e-08
1499459686	5.59e-08
1499459747	5.59e-08
1499459807	5.6e-08
1499459868	5.6e-08
