Pfeiffer read started at 2017-07-05 15:38:25 (EDT)
Time (s)	Pressure (Torr)
1499283507	5.56e-08
1499283568	5.51e-08
1499283628	5.48e-08
1499283688	5.47e-08
1499283749	5.48e-08
1499283809	5.49e-08
1499283870	5.5e-08
1499283930	5.51e-08
1499283991	5.52e-08
1499284051	5.53e-08
1499284112	5.54e-08
1499284172	5.55e-08
1499284232	5.56e-08
1499284293	5.56e-08
1499284353	5.57e-08
1499284414	5.58e-08
1499284474	5.59e-08
1499284535	5.6e-08
1499284595	5.6e-08
1499284656	5.61e-08
1499284716	5.62e-08
1499284776	5.62e-08
1499284837	5.63e-08
1499284897	5.64e-08
1499284958	5.64e-08
1499285018	5.64e-08
1499285079	5.66e-08
1499285139	5.66e-08
1499285200	5.66e-08
1499285260	5.66e-08
1499285320	5.62e-08
1499285381	5.58e-08
1499285441	5.52e-08
1499285502	5.48e-08
1499285562	5.46e-08
1499285623	5.46e-08
1499285683	5.47e-08
1499285744	5.48e-08
1499286191	5.55e-08
1499286251	5.56e-08
1499286312	5.56e-08
1499286372	5.57e-08
1499286432	5.58e-08
1499286493	5.59e-08
1499286553	5.59e-08
1499286614	5.6e-08
1499286674	5.61e-08
1499286735	5.61e-08
1499286795	5.62e-08
1499286856	5.62e-08
1499286916	5.63e-08
1499286976	5.63e-08
1499287037	5.64e-08
1499287097	5.65e-08
1499287158	5.65e-08
1499287218	5.65e-08
1499287279	5.59e-08
1499287339	5.54e-08
1499287400	5.49e-08
1499287460	5.45e-08
1499287521	5.44e-08
1499287581	5.45e-08
1499287641	5.47e-08
1499287702	5.48e-08
1499287762	5.48e-08
1499287823	5.49e-08
1499287883	5.5e-08
1499287944	5.51e-08
1499288004	5.52e-08
1499288065	5.52e-08
1499288125	5.53e-08
1499288185	5.54e-08
1499288246	5.55e-08
1499288306	5.56e-08
1499288367	5.56e-08
1499288427	5.57e-08
1499288488	5.57e-08
1499288548	5.58e-08
1499288609	5.59e-08
1499335743	6.22e-08
1499335803	6.22e-08
1499335864	6.22e-08
1499335924	6.23e-08
1499335985	6.22e-08
1499336045	6.22e-08
1499336105	6.23e-08
1499336166	6.23e-08
1499336226	6.23e-08
1499336287	6.22e-08
1499336347	6.23e-08
1499336408	6.23e-08
1499336468	6.23e-08
1499336529	6.23e-08
1499336589	6.23e-08
1499336649	6.23e-08
1499336710	6.23e-08
1499336770	6.23e-08
1499336831	6.23e-08
1499336891	6.23e-08
1499336952	6.23e-08
1499337012	6.23e-08
1499337073	6.23e-08
1499337133	6.23e-08
1499337193	6.23e-08
1499337254	6.23e-08
1499337314	6.23e-08
1499337375	6.23e-08
1499337435	6.23e-08
1499337496	6.23e-08
1499355888	5.75e-08
1499355952	5.75e-08
1499356012	5.76e-08
1499356073	5.77e-08
1499356133	5.77e-08
1499356193	5.77e-08
1499356254	5.78e-08
1499356314	5.98e-08
1499356375	1.49e-07
1499356435	1.69e-07
1499356496	2.33e-07
1499356556	2.59e-07
1499356617	2.72e-07
1499356677	2.83e-07
1499356737	2.9e-07
1499356798	2.99e-07
1499356858	3.08e-07
1499356919	3.17e-07
1499356979	3.23e-07
1499357040	3.31e-07
1499357100	3.39e-07
1499357161	3.45e-07
1499357221	3.52e-07
1499357281	3.59e-07
1499360897	0.0
1499360958	2.68e-07
1499361018	1.77e-07
1499361079	1.55e-07
1499361139	1.4e-07
1499361199	1.3e-07
1499361260	1.22e-07
1499361320	1.15e-07
1499361381	1.11e-07
1499361441	1.07e-07
1499361502	1.03e-07
1499361562	1e-07
1499361623	9.8e-08
1499361683	9.56e-08
1499361743	9.35e-08
1499361804	9.16e-08
1499361864	8.94e-08
1499361925	8.68e-08
1499361985	8.44e-08
1499362046	8.25e-08
1499362106	8.11e-08
1499362167	8.01e-08
1499362227	7.92e-08
1499362288	7.83e-08
1499362348	7.76e-08
1499362408	7.69e-08
1499362469	7.63e-08
1499362529	7.56e-08
1499362590	7.51e-08
1499362650	7.45e-08
1499362711	7.4e-08
1499362771	7.35e-08
1499362832	7.31e-08
1499362892	7.27e-08
1499362952	7.23e-08
1499363013	7.18e-08
1499363073	7.15e-08
1499363134	7.12e-08
1499363194	7.08e-08
1499363255	7.06e-08
1499363315	7.02e-08
1499363376	7e-08
1499363436	6.97e-08
1499363496	6.95e-08
1499363557	6.92e-08
1499363617	6.9e-08
1499363678	6.88e-08
1499363738	6.86e-08
1499363799	6.84e-08
1499363859	6.79e-08
1499363920	6.71e-08
1499363980	6.62e-08
1499364040	6.54e-08
1499364101	6.48e-08
1499364161	6.45e-08
1499364222	6.44e-08
1499364282	6.44e-08
1499364343	6.43e-08
1499364403	6.42e-08
1499364464	6.41e-08
1499364524	6.41e-08
1499364584	6.4e-08
1499364645	6.39e-08
1499364705	6.38e-08
1499364766	6.38e-08
1499364826	6.37e-08
1499364887	6.36e-08
1499364947	6.36e-08
1499365008	6.35e-08
1499365068	6.35e-08
1499365128	6.34e-08
1499365189	6.34e-08
1499365249	6.34e-08
1499365310	6.33e-08
1499365370	6.33e-08
1499365431	6.32e-08
1499365491	6.31e-08
1499366600	6.03e-08
1499366660	6.03e-08
1499366721	6.03e-08
1499366781	6.04e-08
1499366841	6.03e-08
