Pfeiffer read started at 2017-07-11 16:43:28 (EDT)
Time (s)	Pressure (Torr)
1499805810	4.05e-07
1499805870	3.99e-07
1499805931	4.01e-07
1499805991	3.97e-07
1499806051	3.97e-07
1499806112	3.98e-07
1499806172	3.96e-07
1499806233	4.02e-07
1499806293	4.01e-07
1499806354	4.08e-07
1499806414	4.07e-07
1499806475	4.13e-07
1499806535	4.15e-07
1499806595	4.17e-07
1499806656	4.21e-07
1499806716	4.21e-07
1499806777	4.19e-07
1499806837	4.18e-07
1499806898	4.07e-07
1499806958	4.06e-07
1499807019	3.88e-07
1499807079	3.87e-07
1499807139	3.71e-07
1499807200	3.67e-07
1499807260	3.63e-07
1499807321	3.54e-07
1499807381	3.63e-07
1499807442	3.57e-07
