Pfeiffer read started at 2017-07-18 15:57:05 (EDT)
Time (s)	Pressure (Torr)
1500407827	9.65e-07
1500407887	9.66e-07
1500407947	9.65e-07
1500408008	9.63e-07
1500408068	9.64e-07
1500408129	9.62e-07
1500408189	9.61e-07
1500408250	9.61e-07
1500408310	9.6e-07
1500408371	9.58e-07
1500408431	9.59e-07
1500408491	9.57e-07
1500408552	9.57e-07
1500408612	9.58e-07
1500408673	9.59e-07
1500408733	9.57e-07
1500408794	9.59e-07
1500408854	9.58e-07
1500408915	9.56e-07
1500408975	9.58e-07
1500409035	9.58e-07
1500409096	9.58e-07
1500409156	9.58e-07
1500409217	9.58e-07
1500409277	9.58e-07
1500409338	9.59e-07
1500409398	9.58e-07
1500409459	9.59e-07
1500409519	9.59e-07
1500409580	9.59e-07
1500409640	7.45e-07
1500409700	9.57e-07
1500409761	9.57e-07
1500409821	5.5e-06
1500409882	7.68e-06
1500409942	7.73e-06
1500410003	7.64e-06
1500410063	7.59e-06
1500410124	7.56e-06
1500410184	7.55e-06
1500410244	7.54e-06
1500410305	7.54e-06
1500410365	7.55e-06
1500410426	7.53e-06
1500410486	7.54e-06
1500410547	7.54e-06
1500410607	7.55e-06
1500410668	7.56e-06
1500410728	7.57e-06
1500410788	7.58e-06
1500410849	7.59e-06
1500410909	7.6e-06
1500410970	7.61e-06
1500411030	7.62e-06
1500411091	7.63e-06
1500411151	7.64e-06
1500411212	7.65e-06
1500411272	7.66e-06
1500411332	7.66e-06
1500411393	7.67e-06
1500411453	7.68e-06
1500411514	7.69e-06
1500411574	7.7e-06
1500411635	7.7e-06
1500411695	7.71e-06
