Pfeiffer read started at 2017-07-10 16:52:14 (EDT)
Time (s)	Pressure (Torr)
1499719935	5.57e-08
1499719996	5.57e-08
1499720056	5.58e-08
1499720117	5.58e-08
1499720177	5.59e-08
1499720238	5.6e-08
1499720298	5.6e-08
1499720359	5.61e-08
1499720419	5.61e-08
1499720479	5.62e-08
1499720540	5.62e-08
1499720600	5.62e-08
1499720661	5.63e-08
1499720721	5.64e-08
1499720782	5.64e-08
1499720842	5.65e-08
1499720903	5.65e-08
1499720963	5.66e-08
1499721023	5.67e-08
1499721084	5.67e-08
1499721144	5.67e-08
1499721205	5.68e-08
1499721265	5.68e-08
1499721326	5.68e-08
1499721386	5.69e-08
1499721447	5.69e-08
1499721507	5.7e-08
1499721568	5.71e-08
1499721628	5.71e-08
1499721688	5.72e-08
1499721749	5.72e-08
1499721809	5.72e-08
1499721870	5.87e-08
1499721930	5.78e-08
1499721991	5.79e-08
1499722051	5.79e-08
1499722112	5.8e-08
